Idiom	WiktionaryURL	Pos	Neg	Neu	Inapprop.	Total	%Pos	%Neg	%Neu	Maj. Label	FilterOut(X)
keep one's chin up	https://en.wiktionary.org/wiki/keep_one's_chin_up	10	0	0	0	10	1.000	0.000	0.000	positive	
keep one's cool	https://en.wiktionary.org/wiki/keep_one's_cool	8	0	2	0	10	0.800	0.000	0.200	positive	
keep one's eye on the ball	https://en.wiktionary.org/wiki/keep_one's_eye_on_the_ball	4	0	6	0	10	0.400	0.000	0.600	neutral	
keep one's eyes peeled	https://en.wiktionary.org/wiki/keep_one's_eyes_peeled	1	0	9	0	10	0.100	0.000	0.900	neutral	
keep one's fingers crossed	https://en.wiktionary.org/wiki/keep_one's_fingers_crossed	8	0	2	0	10	0.800	0.000	0.200	positive	
keep one's head	https://en.wiktionary.org/wiki/keep_one's_head	6	0	4	0	10	0.600	0.000	0.400	positive	
keep one's head above water	https://en.wiktionary.org/wiki/keep_one's_head_above_water	6	1	3	0	10	0.600	0.100	0.300	positive	
keep one's head down	https://en.wiktionary.org/wiki/keep_one's_head_down	2	3	5	0	10	0.200	0.300	0.500	neutral	
keep one's mouth shut	https://en.wiktionary.org/wiki/keep_one's_mouth_shut	0	1	9	0	10	0.000	0.100	0.900	neutral	
keep one's options open	https://en.wiktionary.org/wiki/keep_one's_options_open	0	0	10	0	10	0.000	0.000	1.000	neutral	
keep pace	https://en.wiktionary.org/wiki/keep_pace	2	0	8	0	10	0.200	0.000	0.800	neutral	
keep quiet	https://en.wiktionary.org/wiki/keep_quiet	0	0	10	0	10	0.000	0.000	1.000	neutral	
keep someone company	https://en.wiktionary.org/wiki/keep_someone_company	8	0	2	0	10	0.800	0.000	0.200	positive	
keep someone in the loop	https://en.wiktionary.org/wiki/keep_someone_in_the_loop	4	0	6	0	10	0.400	0.000	0.600	neutral	
keep someone posted	https://en.wiktionary.org/wiki/keep_someone_posted	0	0	10	0	10	0.000	0.000	1.000	neutral	
keep straight	https://en.wiktionary.org/wiki/keep_straight	6	0	4	0	10	0.600	0.000	0.400	positive	
keep tabs on	https://en.wiktionary.org/wiki/keep_tabs_on	0	2	8	0	10	0.000	0.200	0.800	neutral	
keep the peace	https://en.wiktionary.org/wiki/keep_the_peace	10	0	0	0	10	1.000	0.000	0.000	positive	
keep up	https://en.wiktionary.org/wiki/keep_up	8	0	2	0	10	0.800	0.000	0.200	positive	
keep up appearances	https://en.wiktionary.org/wiki/keep_up_appearances	3	2	5	0	10	0.300	0.200	0.500	neutral	
keep up with the Joneses	https://en.wiktionary.org/wiki/keep_up_with_the_Joneses	0	2	8	0	10	0.000	0.200	0.800	neutral	
keep watch	https://en.wiktionary.org/wiki/keep_watch	0	0	10	0	10	0.000	0.000	1.000	neutral	
kernel of truth	https://en.wiktionary.org/wiki/kernel_of_truth	4	0	6	0	10	0.400	0.000	0.600	neutral	
kettle of fish	https://en.wiktionary.org/wiki/kettle_of_fish	0	5	5	0	10	0.000	0.500	0.500	negative	
keys to the kingdom	https://en.wiktionary.org/wiki/keys_to_the_kingdom	7	0	3	0	10	0.700	0.000	0.300	positive	
kick ass	https://en.wiktionary.org/wiki/kick_ass	7	1	0	2	10	0.700	0.100	0.000	positive	
kick back	https://en.wiktionary.org/wiki/kick_back	5	1	4	0	10	0.500	0.100	0.400	positive	
kick butt	https://en.wiktionary.org/wiki/kick_butt	6	2	1	1	10	0.600	0.200	0.100	positive	
kick in	https://en.wiktionary.org/wiki/kick_in	2	1	7	0	10	0.200	0.100	0.700	neutral	
kick in the pants	https://en.wiktionary.org/wiki/kick_in_the_pants	0	8	2	0	10	0.000	0.800	0.200	negative	
kick in the teeth	https://en.wiktionary.org/wiki/kick_in_the_teeth	0	10	0	0	10	0.000	1.000	0.000	negative	
kick it	https://en.wiktionary.org/wiki/kick_it	6	1	3	0	10	0.600	0.100	0.300	positive	
kick off	https://en.wiktionary.org/wiki/kick_off	0	4	6	0	10	0.000	0.400	0.600	neutral	
kick out	https://en.wiktionary.org/wiki/kick_out	0	8	2	0	10	0.000	0.800	0.200	negative	
kick the bucket	https://en.wiktionary.org/wiki/kick_the_bucket	0	10	0	0	10	0.000	1.000	0.000	negative	
kick the can down the road	https://en.wiktionary.org/wiki/kick_the_can_down_the_road	0	2	8	0	10	0.000	0.200	0.800	neutral	
kick the habit	https://en.wiktionary.org/wiki/kick_the_habit	8	0	2	0	10	0.800	0.000	0.200	positive	
kick the tires	https://en.wiktionary.org/wiki/kick_the_tires	4	2	4	0	10	0.400	0.200	0.400	positive	
kick up	https://en.wiktionary.org/wiki/kick_up	1	5	4	0	10	0.100	0.500	0.400	negative	
kick up one's heels	https://en.wiktionary.org/wiki/kick_up_one's_heels	7	1	2	0	10	0.700	0.100	0.200	positive	
kicking and screaming	https://en.wiktionary.org/wiki/kicking_and_screaming	0	7	3	0	10	0.000	0.700	0.300	negative	
kid around	https://en.wiktionary.org/wiki/kid_around	4	1	5	0	10	0.400	0.100	0.500	neutral	
kidding aside	https://en.wiktionary.org/wiki/kidding_aside	1	0	9	0	10	0.100	0.000	0.900	neutral	
kill me	https://en.wiktionary.org/wiki/kill_me	0	9	1	0	10	0.000	0.900	0.100	negative	
killer instinct	https://en.wiktionary.org/wiki/killer_instinct	3	2	5	0	10	0.300	0.200	0.500	neutral	
kind of	https://en.wiktionary.org/wiki/kind_of	0	0	10	0	10	0.000	0.000	1.000	neutral	
kindred spirit	https://en.wiktionary.org/wiki/kindred_spirit	5	0	5	0	10	0.500	0.000	0.500	positive	
king of the hill	https://en.wiktionary.org/wiki/king_of_the_hill	8	0	2	0	10	0.800	0.000	0.200	positive	
king's ransom	https://en.wiktionary.org/wiki/king's_ransom	1	2	7	0	10	0.100	0.200	0.700	neutral	
kiss and make up	https://en.wiktionary.org/wiki/kiss_and_make_up	9	0	1	0	10	0.900	0.000	0.100	positive	
kiss goodbye	https://en.wiktionary.org/wiki/kiss_goodbye	0	6	4	0	10	0.000	0.600	0.400	negative	
kiss of death	https://en.wiktionary.org/wiki/kiss_of_death	0	10	0	0	10	0.000	1.000	0.000	negative	
kiss of life	https://en.wiktionary.org/wiki/kiss_of_life	7	0	3	0	10	0.700	0.000	0.300	positive	
kiss off	https://en.wiktionary.org/wiki/kiss_off	2	1	7	0	10	0.200	0.100	0.700	neutral	
kitchen sink	https://en.wiktionary.org/wiki/kitchen_sink	0	0	10	0	10	0.000	0.000	1.000	neutral	
knife-edge	https://en.wiktionary.org/wiki/knife-edge	0	5	5	0	10	0.000	0.500	0.500	negative	
knight in shining armor	https://en.wiktionary.org/wiki/knight_in_shining_armor	10	0	0	0	10	1.000	0.000	0.000	positive	
knit together	https://en.wiktionary.org/wiki/knit_together	5	0	5	0	10	0.500	0.000	0.500	positive	
knock down	https://en.wiktionary.org/wiki/knock_down	0	7	3	0	10	0.000	0.700	0.300	negative	
knock it off	https://en.wiktionary.org/wiki/knock_it_off	0	3	7	0	10	0.000	0.300	0.700	neutral	
knock off	https://en.wiktionary.org/wiki/knock_off	0	4	6	0	10	0.000	0.400	0.600	neutral	
knock on wood	https://en.wiktionary.org/wiki/knock_on_wood	4	1	5	0	10	0.400	0.100	0.500	neutral	
knock out	https://en.wiktionary.org/wiki/knock_out	0	9	1	0	10	0.000	0.900	0.100	negative	X
knock over	https://en.wiktionary.org/wiki/knock_over	0	8	2	0	10	0.000	0.800	0.200	negative	
knock someone's socks off	https://en.wiktionary.org/wiki/knock_someone's_socks_off	8	1	1	0	10	0.800	0.100	0.100	positive	
knocked up	https://en.wiktionary.org/wiki/knocked_up	0	4	6	0	10	0.000	0.400	0.600	neutral	
know no bounds	https://en.wiktionary.org/wiki/know_no_bounds	2	1	7	0	10	0.200	0.100	0.700	neutral	
know one's way around	https://en.wiktionary.org/wiki/know_one's_way_around	6	0	4	0	10	0.600	0.000	0.400	positive	
know someone	https://en.wiktionary.org/wiki/know_someone	0	0	10	0	10	0.000	0.000	1.000	neutral	
know the score	https://en.wiktionary.org/wiki/know_the_score	2	1	7	0	10	0.200	0.100	0.700	neutral	
know where one stands	https://en.wiktionary.org/wiki/know_where_one_stands	0	0	10	0	10	0.000	0.000	1.000	neutral	
knuckle down	https://en.wiktionary.org/wiki/knuckle_down	3	0	7	0	10	0.300	0.000	0.700	neutral	
lab rat	https://en.wiktionary.org/wiki/lab_rat	0	4	6	0	10	0.000	0.400	0.600	neutral	
labor of love	https://en.wiktionary.org/wiki/labor_of_love	6	0	4	0	10	0.600	0.000	0.400	positive	
labour of love	https://en.wiktionary.org/wiki/labour_of_love	5	2	3	0	10	0.500	0.200	0.300	positive	
laced-up	https://en.wiktionary.org/wiki/laced-up	0	0	10	0	10	0.000	0.000	1.000	neutral	
ladies and gentlemen	https://en.wiktionary.org/wiki/ladies_and_gentlemen	0	0	10	0	10	0.000	0.000	1.000	neutral	
ladies' man	https://en.wiktionary.org/wiki/ladies'_man	1	0	9	0	10	0.100	0.000	0.900	neutral	
land of opportunity	https://en.wiktionary.org/wiki/land_of_opportunity	3	0	7	0	10	0.300	0.000	0.700	neutral	
land on one's feet	https://en.wiktionary.org/wiki/land_on_one's_feet	9	0	1	0	10	0.900	0.000	0.100	positive	
landing strip	https://en.wiktionary.org/wiki/landing_strip	0	0	9	1	10	0.000	0.000	0.900	neutral	
lap dog	https://en.wiktionary.org/wiki/lap_dog	0	6	4	0	10	0.000	0.600	0.400	negative	
lap of luxury	https://en.wiktionary.org/wiki/lap_of_luxury	4	3	3	0	10	0.400	0.300	0.300	positive	
lap up	https://en.wiktionary.org/wiki/lap_up	9	0	1	0	10	0.900	0.000	0.100	positive	
larger than life	https://en.wiktionary.org/wiki/larger_than_life	7	1	2	0	10	0.700	0.100	0.200	positive	
last minute	https://en.wiktionary.org/wiki/last_minute	0	2	8	0	10	0.000	0.200	0.800	neutral	
last resort	https://en.wiktionary.org/wiki/last_resort	0	3	7	0	10	0.000	0.300	0.700	neutral	
last straw	https://en.wiktionary.org/wiki/last_straw	0	7	3	0	10	0.000	0.700	0.300	negative	
last thing	https://en.wiktionary.org/wiki/last_thing	0	0	10	0	10	0.000	0.000	1.000	neutral	
last thing one needs	https://en.wiktionary.org/wiki/last_thing_one_needs	0	8	2	0	10	0.000	0.800	0.200	negative	
last trump	https://en.wiktionary.org/wiki/last_trump	0	0	10	0	10	0.000	0.000	1.000	neutral	
last word	https://en.wiktionary.org/wiki/last_word	4	1	5	0	10	0.400	0.100	0.500	neutral	
last-ditch	https://en.wiktionary.org/wiki/last-ditch	0	2	8	0	10	0.000	0.200	0.800	neutral	
latch onto	https://en.wiktionary.org/wiki/latch_onto	3	0	7	0	10	0.300	0.000	0.700	neutral	
late bloomer	https://en.wiktionary.org/wiki/late_bloomer	2	3	5	0	10	0.200	0.300	0.500	neutral	
late model	https://en.wiktionary.org/wiki/late_model	1	0	9	0	10	0.100	0.000	0.900	neutral	
laugh a minute	https://en.wiktionary.org/wiki/laugh_a_minute	8	0	2	0	10	0.800	0.000	0.200	positive	
laughing stock	https://en.wiktionary.org/wiki/laughing_stock	0	9	1	0	10	0.000	0.900	0.100	negative	
laundry list	https://en.wiktionary.org/wiki/laundry_list	0	2	8	0	10	0.000	0.200	0.800	neutral	
law of the jungle	https://en.wiktionary.org/wiki/law_of_the_jungle	0	1	9	0	10	0.000	0.100	0.900	neutral	
lay an egg	https://en.wiktionary.org/wiki/lay_an_egg	0	9	1	0	10	0.000	0.900	0.100	negative	
lay down the law	https://en.wiktionary.org/wiki/lay_down_the_law	0	4	6	0	10	0.000	0.400	0.600	neutral	
lay eggs	https://en.wiktionary.org/wiki/lay_eggs	0	8	2	0	10	0.000	0.800	0.200	negative	
lay eyes on	https://en.wiktionary.org/wiki/lay_eyes_on	0	0	10	0	10	0.000	0.000	1.000	neutral	
lay hands on	https://en.wiktionary.org/wiki/lay_hands_on	2	3	5	0	10	0.200	0.300	0.500	neutral	
lay of the land	https://en.wiktionary.org/wiki/lay_of_the_land	0	0	10	0	10	0.000	0.000	1.000	neutral	
lay off	https://en.wiktionary.org/wiki/lay_off	1	6	3	0	10	0.100	0.600	0.300	negative	
lay on	https://en.wiktionary.org/wiki/lay_on	2	0	8	0	10	0.200	0.000	0.800	neutral	
lay over	https://en.wiktionary.org/wiki/lay_over	0	0	10	0	10	0.000	0.000	1.000	neutral	
lay the groundwork	https://en.wiktionary.org/wiki/lay_the_groundwork	3	0	7	0	10	0.300	0.000	0.700	neutral	
lay to rest	https://en.wiktionary.org/wiki/lay_to_rest	0	4	6	0	10	0.000	0.400	0.600	neutral	
lead nowhere	https://en.wiktionary.org/wiki/lead_nowhere	0	9	1	0	10	0.000	0.900	0.100	negative	
lead off	https://en.wiktionary.org/wiki/lead_off	2	0	8	0	10	0.200	0.000	0.800	neutral	
lead on	https://en.wiktionary.org/wiki/lead_on	0	8	2	0	10	0.000	0.800	0.200	negative	
lead the line	https://en.wiktionary.org/wiki/lead_the_line	2	0	8	0	10	0.200	0.000	0.800	neutral	
lead time	https://en.wiktionary.org/wiki/lead_time	0	0	10	0	10	0.000	0.000	1.000	neutral	
lead up to	https://en.wiktionary.org/wiki/lead_up_to	1	0	9	0	10	0.100	0.000	0.900	neutral	
leader of the free world	https://en.wiktionary.org/wiki/leader_of_the_free_world	4	0	6	0	10	0.400	0.000	0.600	neutral	
leading light	https://en.wiktionary.org/wiki/leading_light	9	0	1	0	10	0.900	0.000	0.100	positive	
lean and mean	https://en.wiktionary.org/wiki/lean_and_mean	3	0	7	0	10	0.300	0.000	0.700	neutral	
lean on	https://en.wiktionary.org/wiki/lean_on	4	2	4	0	10	0.400	0.200	0.400	positive	
lean towards	https://en.wiktionary.org/wiki/lean_towards	4	0	6	0	10	0.400	0.000	0.600	neutral	
leaps and bounds	https://en.wiktionary.org/wiki/leaps_and_bounds	9	0	1	0	10	0.900	0.000	0.100	positive	
leave behind	https://en.wiktionary.org/wiki/leave_behind	0	6	4	0	10	0.000	0.600	0.400	negative	X
leave home	https://en.wiktionary.org/wiki/leave_home	0	0	10	0	10	0.000	0.000	1.000	neutral	
leave no stone unturned	https://en.wiktionary.org/wiki/leave_no_stone_unturned	5	0	5	0	10	0.500	0.000	0.500	positive	
leave off	https://en.wiktionary.org/wiki/leave_off	0	2	8	0	10	0.000	0.200	0.800	neutral	
left and right	https://en.wiktionary.org/wiki/left_and_right	0	1	9	0	10	0.000	0.100	0.900	neutral	
left field	https://en.wiktionary.org/wiki/left_field	0	1	9	0	10	0.000	0.100	0.900	neutral	
legal duty	https://en.wiktionary.org/wiki/legal_duty	0	0	10	0	10	0.000	0.000	1.000	neutral	
legal eagle	https://en.wiktionary.org/wiki/legal_eagle	3	0	7	0	10	0.300	0.000	0.700	neutral	
legally binding	https://en.wiktionary.org/wiki/legally_binding	1	0	9	0	10	0.100	0.000	0.900	neutral	
lend a hand	https://en.wiktionary.org/wiki/lend_a_hand	10	0	0	0	10	1.000	0.000	0.000	positive	
lend itself to	https://en.wiktionary.org/wiki/lend_itself_to	1	0	9	0	10	0.100	0.000	0.900	neutral	
lesser of two evils	https://en.wiktionary.org/wiki/lesser_of_two_evils	4	4	2	0	10	0.400	0.400	0.200	neutral	
let alone	https://en.wiktionary.org/wiki/let_alone	0	3	7	0	10	0.000	0.300	0.700	neutral	
let bygones be bygones	https://en.wiktionary.org/wiki/let_bygones_be_bygones	4	1	5	0	10	0.400	0.100	0.500	neutral	
let down	https://en.wiktionary.org/wiki/let_down	0	8	2	0	10	0.000	0.800	0.200	negative	
let fly	https://en.wiktionary.org/wiki/let_fly	0	3	7	0	10	0.000	0.300	0.700	neutral	
let go	https://en.wiktionary.org/wiki/let_go	0	3	7	0	10	0.000	0.300	0.700	neutral	
let in on	https://en.wiktionary.org/wiki/let_in_on	0	1	9	0	10	0.000	0.100	0.900	neutral	
let it be	https://en.wiktionary.org/wiki/let_it_be	0	0	10	0	10	0.000	0.000	1.000	neutral	
let loose	https://en.wiktionary.org/wiki/let_loose	7	1	2	0	10	0.700	0.100	0.200	positive	
let nature take its course	https://en.wiktionary.org/wiki/let_nature_take_its_course	0	0	10	0	10	0.000	0.000	1.000	neutral	
let off	https://en.wiktionary.org/wiki/let_off	3	2	5	0	10	0.300	0.200	0.500	neutral	
let on	https://en.wiktionary.org/wiki/let_on	0	0	10	0	10	0.000	0.000	1.000	neutral	
let one go	https://en.wiktionary.org/wiki/let_one_go	0	3	7	0	10	0.000	0.300	0.700	neutral	
let one's hair down	https://en.wiktionary.org/wiki/let_one's_hair_down	7	1	2	0	10	0.700	0.100	0.200	positive	
let slip	https://en.wiktionary.org/wiki/let_slip	0	4	6	0	10	0.000	0.400	0.600	neutral	
let someone go	https://en.wiktionary.org/wiki/let_someone_go	0	0	10	0	10	0.000	0.000	1.000	neutral	
let someone have it	https://en.wiktionary.org/wiki/let_someone_have_it	0	7	3	0	10	0.000	0.700	0.300	negative	
let the cat out of the bag	https://en.wiktionary.org/wiki/let_the_cat_out_of_the_bag	0	4	6	0	10	0.000	0.400	0.600	neutral	
let the chips fall where they may	https://en.wiktionary.org/wiki/let_the_chips_fall_where_they_may	1	0	9	0	10	0.100	0.000	0.900	neutral	
let them have it	https://en.wiktionary.org/wiki/let_them_have_it	1	5	4	0	10	0.100	0.500	0.400	negative	
let us	https://en.wiktionary.org/wiki/let_us	0	0	10	0	10	0.000	0.000	1.000	neutral	
let-down	https://en.wiktionary.org/wiki/let-down	0	10	0	0	10	0.000	1.000	0.000	negative	
level best	https://en.wiktionary.org/wiki/level_best	8	0	2	0	10	0.800	0.000	0.200	positive	
level off	https://en.wiktionary.org/wiki/level_off	1	0	9	0	10	0.100	0.000	0.900	neutral	
level-headed	https://en.wiktionary.org/wiki/level-headed	7	0	3	0	10	0.700	0.000	0.300	positive	
licence to print money	https://en.wiktionary.org/wiki/licence_to_print_money	6	0	4	0	10	0.600	0.000	0.400	positive	
lick one's wounds	https://en.wiktionary.org/wiki/lick_one's_wounds	4	4	2	0	10	0.400	0.400	0.200	neutral	
lie before	https://en.wiktionary.org/wiki/lie_before	1	2	7	0	10	0.100	0.200	0.700	neutral	
life and limb	https://en.wiktionary.org/wiki/life_and_limb	0	1	9	0	10	0.000	0.100	0.900	neutral	
life and soul of the party	https://en.wiktionary.org/wiki/life_and_soul_of_the_party	10	0	0	0	10	1.000	0.000	0.000	positive	
life is too short	https://en.wiktionary.org/wiki/life_is_too_short	0	2	8	0	10	0.000	0.200	0.800	neutral	
life of the party	https://en.wiktionary.org/wiki/life_of_the_party	10	0	0	0	10	1.000	0.000	0.000	positive	
life-or-death	https://en.wiktionary.org/wiki/life-or-death	0	6	4	0	10	0.000	0.600	0.400	negative	
lift a finger	https://en.wiktionary.org/wiki/lift_a_finger	2	2	6	0	10	0.200	0.200	0.600	neutral	
light a fire under	https://en.wiktionary.org/wiki/light_a_fire_under	7	1	2	0	10	0.700	0.100	0.200	positive	
light at the end of the tunnel	https://en.wiktionary.org/wiki/light_at_the_end_of_the_tunnel	10	0	0	0	10	1.000	0.000	0.000	positive	
light on one's feet	https://en.wiktionary.org/wiki/light_on_one's_feet	3	0	6	1	10	0.300	0.000	0.600	neutral	
light up	https://en.wiktionary.org/wiki/light_up	10	0	0	0	10	1.000	0.000	0.000	positive	X
lighten up	https://en.wiktionary.org/wiki/lighten_up	9	0	1	0	10	0.900	0.000	0.100	positive	
lightning fast	https://en.wiktionary.org/wiki/lightning_fast	5	0	5	0	10	0.500	0.000	0.500	positive	
lightning in a bottle	https://en.wiktionary.org/wiki/lightning_in_a_bottle	5	2	3	0	10	0.500	0.200	0.300	positive	
lightning-quick	https://en.wiktionary.org/wiki/lightning-quick	5	0	5	0	10	0.500	0.000	0.500	positive	
lily-livered	https://en.wiktionary.org/wiki/lily-livered	0	9	1	0	10	0.000	0.900	0.100	negative	
line in the sand	https://en.wiktionary.org/wiki/line_in_the_sand	1	0	9	0	10	0.100	0.000	0.900	neutral	
line one's pockets	https://en.wiktionary.org/wiki/line_one's_pockets	0	7	3	0	10	0.000	0.700	0.300	negative	
lion's den	https://en.wiktionary.org/wiki/lion's_den	0	8	1	1	10	0.000	0.800	0.100	negative	
lion's share	https://en.wiktionary.org/wiki/lion's_share	7	0	3	0	10	0.700	0.000	0.300	positive	X
lip service	https://en.wiktionary.org/wiki/lip_service	0	5	3	2	10	0.000	0.500	0.300	negative	
listen in	https://en.wiktionary.org/wiki/listen_in	0	1	9	0	10	0.000	0.100	0.900	neutral	
listen up	https://en.wiktionary.org/wiki/listen_up	0	0	10	0	10	0.000	0.000	1.000	neutral	
little head	https://en.wiktionary.org/wiki/little_head	0	0	7	3	10	0.000	0.000	0.700	neutral	
little old	https://en.wiktionary.org/wiki/little_old	4	0	6	0	10	0.400	0.000	0.600	neutral	
little person	https://en.wiktionary.org/wiki/little_person	0	2	8	0	10	0.000	0.200	0.800	neutral	
little woman	https://en.wiktionary.org/wiki/little_woman	0	0	10	0	10	0.000	0.000	1.000	neutral	
live a lie	https://en.wiktionary.org/wiki/live_a_lie	0	8	2	0	10	0.000	0.800	0.200	negative	
live and learn	https://en.wiktionary.org/wiki/live_and_learn	2	1	7	0	10	0.200	0.100	0.700	neutral	
live and let live	https://en.wiktionary.org/wiki/live_and_let_live	9	0	1	0	10	0.900	0.000	0.100	positive	
live it up	https://en.wiktionary.org/wiki/live_it_up	9	0	1	0	10	0.900	0.000	0.100	positive	
live large	https://en.wiktionary.org/wiki/live_large	8	0	2	0	10	0.800	0.000	0.200	positive	
live off	https://en.wiktionary.org/wiki/live_off	0	1	9	0	10	0.000	0.100	0.900	neutral	
live on	https://en.wiktionary.org/wiki/live_on	3	0	7	0	10	0.300	0.000	0.700	neutral	
live on the edge	https://en.wiktionary.org/wiki/live_on_the_edge	2	3	5	0	10	0.200	0.300	0.500	neutral	
live one	https://en.wiktionary.org/wiki/live_one	1	6	3	0	10	0.100	0.600	0.300	negative	X
live paycheck to paycheck	https://en.wiktionary.org/wiki/live_paycheck_to_paycheck	0	6	4	0	10	0.000	0.600	0.400	negative	
live the dream	https://en.wiktionary.org/wiki/live_the_dream	10	0	0	0	10	1.000	0.000	0.000	positive	
live wire	https://en.wiktionary.org/wiki/live_wire	5	0	5	0	10	0.500	0.000	0.500	positive	
live with	https://en.wiktionary.org/wiki/live_with	1	0	9	0	10	0.100	0.000	0.900	neutral	
living proof	https://en.wiktionary.org/wiki/living_proof	3	0	7	0	10	0.300	0.000	0.700	neutral	
load up	https://en.wiktionary.org/wiki/load_up	1	0	9	0	10	0.100	0.000	0.900	neutral	
lock horns	https://en.wiktionary.org/wiki/lock_horns	0	9	1	0	10	0.000	0.900	0.100	negative	
lock, stock and barrel	https://en.wiktionary.org/wiki/lock,_stock_and_barrel	1	0	9	0	10	0.100	0.000	0.900	neutral	
log off	https://en.wiktionary.org/wiki/log_off	0	0	10	0	10	0.000	0.000	1.000	neutral	
lone gunman	https://en.wiktionary.org/wiki/lone_gunman	1	2	7	0	10	0.100	0.200	0.700	neutral	
long arm	https://en.wiktionary.org/wiki/long_arm	2	0	8	0	10	0.200	0.000	0.800	neutral	
long arm of the law	https://en.wiktionary.org/wiki/long_arm_of_the_law	2	0	8	0	10	0.200	0.000	0.800	neutral	
