idiom	patterns
man and wife	"[[{""LEMMA"": {""REGEX"": ""(?i)^man$""}}, {""LEMMA"": {""REGEX"": ""(?i)^and$""}}, {""LEMMA"": {""REGEX"": ""(?i)^wife$""}}]]"
man in the street	"[[{""LEMMA"": {""REGEX"": ""(?i)^man$""}}, {""LEMMA"": {""REGEX"": ""(?i)^in$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^street$""}}]]"
man of few words	"[[{""LEMMA"": {""REGEX"": ""(?i)^man$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""LEMMA"": {""REGEX"": ""(?i)^few$""}}, {""LEMMA"": {""REGEX"": ""(?i)^word$""}}]]"
man of one's word	"[[{""LEMMA"": {""REGEX"": ""(?i)^man$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""TAG"": ""PRP$""}, {""LEMMA"": {""REGEX"": ""(?i)^word$""}}]]"
man of the hour	"[[{""LEMMA"": {""REGEX"": ""(?i)^man$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^hour$""}}]]"
man of the people	"[[{""LEMMA"": {""REGEX"": ""(?i)^man$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^people$""}}]]"
man on the street	"[[{""LEMMA"": {""REGEX"": ""(?i)^man$""}}, {""LEMMA"": {""REGEX"": ""(?i)^on$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^street$""}}]]"
many happy returns	"[[{""LEMMA"": {""REGEX"": ""(?i)^many$""}}, {""LEMMA"": {""REGEX"": ""(?i)^happy$""}}, {""LEMMA"": {""REGEX"": ""(?i)^return$""}}]]"
marching orders	"[[{""LEMMA"": {""REGEX"": ""(?i)^march$""}}, {""LEMMA"": {""REGEX"": ""(?i)^order$""}}]]"
mark my words	"[[{""LEMMA"": {""REGEX"": ""(?i)^mark$""}}, {""LEMMA"": {""REGEX"": ""(?i)^my$""}}, {""LEMMA"": {""REGEX"": ""(?i)^word$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^mark$""}}, {""LEMMA"": {""REGEX"": ""(?i)^my$""}}, {""LEMMA"": {""REGEX"": ""(?i)^word$""}}]]"
mashed potatoes	"[[{""LEMMA"": {""REGEX"": ""(?i)^mash$""}}, {""LEMMA"": {""REGEX"": ""(?i)^potato$""}}]]"
mass destruction	"[[{""LEMMA"": {""REGEX"": ""(?i)^mass$""}}, {""LEMMA"": {""REGEX"": ""(?i)^destruction$""}}]]"
match made in heaven	"[[{""LEMMA"": {""REGEX"": ""(?i)^match$""}}, {""LEMMA"": {""REGEX"": ""(?i)^make$""}}, {""LEMMA"": {""REGEX"": ""(?i)^in$""}}, {""LEMMA"": {""REGEX"": ""(?i)^heaven$""}}]]"
matter of course	"[[{""LEMMA"": {""REGEX"": ""(?i)^matter$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""LEMMA"": {""REGEX"": ""(?i)^course$""}}]]"
matter of fact	"[[{""LEMMA"": {""REGEX"": ""(?i)^matter$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""LEMMA"": {""REGEX"": ""(?i)^fact$""}}]]"
matter of life and death	"[[{""LEMMA"": {""REGEX"": ""(?i)^matter$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""LEMMA"": {""REGEX"": ""(?i)^life$""}}, {""LEMMA"": {""REGEX"": ""(?i)^and$""}}, {""LEMMA"": {""REGEX"": ""(?i)^death$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^matter$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""LEMMA"": {""REGEX"": ""(?i)^life$""}}, {""LEMMA"": {""REGEX"": ""(?i)^or$""}}, {""LEMMA"": {""REGEX"": ""(?i)^death$""}}]]"
matter of time	"[[{""LEMMA"": {""REGEX"": ""(?i)^matter$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""LEMMA"": {""REGEX"": ""(?i)^time$""}}]]"
meals on wheels	"[[{""LEMMA"": {""REGEX"": ""(?i)^meal$""}}, {""LEMMA"": {""REGEX"": ""(?i)^on$""}}, {""LEMMA"": {""REGEX"": ""(?i)^wheel$""}}]]"
mean the world to	"[[{""LEMMA"": {""REGEX"": ""(?i)^mean$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^world$""}}, {""LEMMA"": {""REGEX"": ""(?i)^to$""}}]]"
meat and potatoes	"[[{""LEMMA"": {""REGEX"": ""(?i)^meat$""}}, {""LEMMA"": {""REGEX"": ""(?i)^and$""}}, {""LEMMA"": {""REGEX"": ""(?i)^potatoe$""}}]]"
meet and greet	"[[{""LEMMA"": {""REGEX"": ""(?i)^meet$""}}, {""LEMMA"": {""REGEX"": ""(?i)^and$""}}, {""LEMMA"": {""REGEX"": ""(?i)^greet$""}}]]"
meet one's maker	"[[{""LEMMA"": {""REGEX"": ""(?i)^meet$""}}, {""TAG"": ""PRP$""}, {""LEMMA"": {""REGEX"": ""(?i)^maker$""}}]]"
meeting of the minds	"[[{""LEMMA"": {""REGEX"": ""(?i)^meeting$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^mind$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^meeting$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""LEMMA"": {""REGEX"": ""(?i)^mind$""}}]]"
mend one's ways	"[[{""LEMMA"": {""REGEX"": ""(?i)^mend$""}}, {""TAG"": ""PRP$""}, {""LEMMA"": {""REGEX"": ""(?i)^way$""}}]]"
middle of nowhere	"[[{""LEMMA"": {""REGEX"": ""(?i)^middle$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""LEMMA"": {""REGEX"": ""(?i)^nowhere$""}}]]"
middle of the road	"[[{""LEMMA"": {""REGEX"": ""(?i)^middle$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^road$""}}], [{""TEXT"": {""REGEX"": ""(?i)^middle$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^of$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^the$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^road$""}}]]"
military power	"[[{""LEMMA"": {""REGEX"": ""(?i)^military$""}}, {""LEMMA"": {""REGEX"": ""(?i)^power$""}}]]"
mind one's own business	"[[{""LEMMA"": {""REGEX"": ""(?i)^mind$""}}, {""TAG"": ""PRP$""}, {""LEMMA"": {""REGEX"": ""(?i)^own$""}}, {""LEMMA"": {""REGEX"": ""(?i)^business$""}}]]"
mind-numbing	"[[{""TEXT"": {""REGEX"": ""(?i)^mind$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^numbing$""}}]]"
mint chocolate chip	"[[{""LEMMA"": {""REGEX"": ""(?i)^mint$""}}, {""LEMMA"": {""REGEX"": ""(?i)^chocolate$""}}, {""LEMMA"": {""REGEX"": ""(?i)^chip$""}}]]"
mint condition	"[[{""LEMMA"": {""REGEX"": ""(?i)^mint$""}}, {""LEMMA"": {""REGEX"": ""(?i)^condition$""}}]]"
miss the mark	"[[{""LEMMA"": {""REGEX"": ""(?i)^miss$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^mark$""}}]]"
miss the point	"[[{""LEMMA"": {""REGEX"": ""(?i)^miss$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^point$""}}]]"
mix it up	"[[{""LEMMA"": {""REGEX"": ""(?i)^mix$""}}, {""LEMMA"": {""REGEX"": ""(?i)^it$""}}, {""LEMMA"": {""REGEX"": ""(?i)^up$""}}]]"
mixed blessing	"[[{""LEMMA"": {""REGEX"": ""(?i)^mixed$""}}, {""LEMMA"": {""REGEX"": ""(?i)^blessing$""}}]]"
modest proposal	"[[{""LEMMA"": {""REGEX"": ""(?i)^modest$""}}, {""LEMMA"": {""REGEX"": ""(?i)^proposal$""}}]]"
moment in the sun	"[[{""LEMMA"": {""REGEX"": ""(?i)^moment$""}}, {""LEMMA"": {""REGEX"": ""(?i)^in$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^sun$""}}]]"
moment of truth	"[[{""LEMMA"": {""REGEX"": ""(?i)^moment$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""LEMMA"": {""REGEX"": ""(?i)^truth$""}}]]"
monkey business	"[[{""LEMMA"": {""REGEX"": ""(?i)^monkey$""}}, {""LEMMA"": {""REGEX"": ""(?i)^business$""}}]]"
monthly meeting	"[[{""LEMMA"": {""REGEX"": ""(?i)^monthly$""}}, {""LEMMA"": {""REGEX"": ""(?i)^meeting$""}}]]"
moral high ground	"[[{""LEMMA"": {""REGEX"": ""(?i)^moral$""}}, {""LEMMA"": {""REGEX"": ""(?i)^high$""}}, {""LEMMA"": {""REGEX"": ""(?i)^ground$""}}]]"
more like it	"[[{""LEMMA"": {""REGEX"": ""(?i)^more$""}}, {""LEMMA"": {""REGEX"": ""(?i)^like$""}}, {""LEMMA"": {""REGEX"": ""(?i)^it$""}}]]"
more than meets the eye	"[[{""LEMMA"": {""REGEX"": ""(?i)^more$""}}, {""LEMMA"": {""REGEX"": ""(?i)^than$""}}, {""LEMMA"": {""REGEX"": ""(?i)^meet$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^eye$""}}]]"
more than one bargained for	"[[{""LEMMA"": {""REGEX"": ""(?i)^more$""}}, {""LEMMA"": {""REGEX"": ""(?i)^than$""}}, {""LEMMA"": {""REGEX"": ""(?i)^one$""}}, {""LEMMA"": {""REGEX"": ""(?i)^bargain$""}}, {""LEMMA"": {""REGEX"": ""(?i)^for$""}}]]"
morning person	"[[{""LEMMA"": {""REGEX"": ""(?i)^morning$""}}, {""LEMMA"": {""REGEX"": ""(?i)^person$""}}]]"
morning, noon and night	"[[{""LEMMA"": {""REGEX"": ""(?i)^morning$""}}, {""TEXT"": "","", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^noon$""}}, {""LEMMA"": {""REGEX"": ""(?i)^and$""}}, {""LEMMA"": {""REGEX"": ""(?i)^night$""}}]]"
move heaven and earth	"[[{""LEMMA"": {""REGEX"": ""(?i)^move$""}}, {""LEMMA"": {""REGEX"": ""(?i)^heaven$""}}, {""LEMMA"": {""REGEX"": ""(?i)^and$""}}, {""LEMMA"": {""REGEX"": ""(?i)^earth$""}}]]"
move mountains	"[[{""LEMMA"": {""REGEX"": ""(?i)^move$""}}, {""LEMMA"": {""REGEX"": ""(?i)^mountain$""}}]]"
move one's body	"[[{""LEMMA"": {""REGEX"": ""(?i)^move$""}}, {""TAG"": ""PRP$""}, {""LEMMA"": {""REGEX"": ""(?i)^body$""}}]]"
move the goalposts	"[[{""LEMMA"": {""REGEX"": ""(?i)^move$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^goalpost$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^move$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^goal$""}}, {""LEMMA"": {""REGEX"": ""(?i)^post$""}}]]"
move the needle	"[[{""LEMMA"": {""REGEX"": ""(?i)^move$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^needle$""}}]]"
mover and shaker	"[[{""LEMMA"": {""REGEX"": ""(?i)^mover$""}}, {""LEMMA"": {""REGEX"": ""(?i)^and$""}}, {""LEMMA"": {""REGEX"": ""(?i)^shaker$""}}]]"
much ado about nothing	"[[{""LEMMA"": {""REGEX"": ""(?i)^much$""}}, {""LEMMA"": {""REGEX"": ""(?i)^ado$""}}, {""LEMMA"": {""REGEX"": ""(?i)^about$""}}, {""LEMMA"": {""REGEX"": ""(?i)^nothing$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^much$""}}, {""LEMMA"": {""REGEX"": ""(?i)^adoe$""}}, {""LEMMA"": {""REGEX"": ""(?i)^about$""}}, {""LEMMA"": {""REGEX"": ""(?i)^nothing$""}}]]"
muddy the waters	"[[{""LEMMA"": {""REGEX"": ""(?i)^muddy$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^water$""}}]]"
music to someone's ears	"[[{""LEMMA"": {""REGEX"": ""(?i)^music$""}}, {""LEMMA"": {""REGEX"": ""(?i)^to$""}}, {""TAG"": ""PRP$""}, {""LEMMA"": {""REGEX"": ""(?i)^ear$""}}]]"
mutual admiration society	"[[{""LEMMA"": {""REGEX"": ""(?i)^mutual$""}}, {""LEMMA"": {""REGEX"": ""(?i)^admiration$""}}, {""LEMMA"": {""REGEX"": ""(?i)^society$""}}]]"
my way or the highway	"[[{""LEMMA"": {""REGEX"": ""(?i)^my$""}}, {""LEMMA"": {""REGEX"": ""(?i)^way$""}}, {""LEMMA"": {""REGEX"": ""(?i)^or$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^highway$""}}]]"
name and shame	"[[{""LEMMA"": {""REGEX"": ""(?i)^name$""}}, {""LEMMA"": {""REGEX"": ""(?i)^and$""}}, {""LEMMA"": {""REGEX"": ""(?i)^shame$""}}]]"
name of the game	"[[{""LEMMA"": {""REGEX"": ""(?i)^name$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^game$""}}]]"
navigable waters	"[[{""LEMMA"": {""REGEX"": ""(?i)^navigable$""}}, {""LEMMA"": {""REGEX"": ""(?i)^water$""}}]]"
neat and tidy	"[[{""LEMMA"": {""REGEX"": ""(?i)^neat$""}}, {""LEMMA"": {""REGEX"": ""(?i)^and$""}}, {""LEMMA"": {""REGEX"": ""(?i)^tidy$""}}]]"
necessary evil	"[[{""LEMMA"": {""REGEX"": ""(?i)^necessary$""}}, {""LEMMA"": {""REGEX"": ""(?i)^evil$""}}]]"
neck and neck	"[[{""LEMMA"": {""REGEX"": ""(?i)^neck$""}}, {""LEMMA"": {""REGEX"": ""(?i)^and$""}}, {""LEMMA"": {""REGEX"": ""(?i)^neck$""}}]]"
neck of the woods	"[[{""LEMMA"": {""REGEX"": ""(?i)^neck$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^wood$""}}]]"
need-to-know	"[[{""TEXT"": {""REGEX"": ""(?i)^need$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^to$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^know$""}}]]"
needle in a haystack	"[[{""LEMMA"": {""REGEX"": ""(?i)^needle$""}}, {""LEMMA"": {""REGEX"": ""(?i)^in$""}}, {""TEXT"": ""a"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^haystack$""}}], [{""TEXT"": {""REGEX"": ""(?i)^needle$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^in$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^a$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^haystack$""}}]]"
needless to say	"[[{""LEMMA"": {""REGEX"": ""(?i)^needless$""}}, {""LEMMA"": {""REGEX"": ""(?i)^to$""}}, {""LEMMA"": {""REGEX"": ""(?i)^say$""}}]]"
neither here nor there	"[[{""LEMMA"": {""REGEX"": ""(?i)^neither$""}}, {""LEMMA"": {""REGEX"": ""(?i)^here$""}}, {""LEMMA"": {""REGEX"": ""(?i)^nor$""}}, {""LEMMA"": {""REGEX"": ""(?i)^there$""}}]]"
nerve-shredding	"[[{""TEXT"": {""REGEX"": ""(?i)^nerve$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^shredding$""}}]]"
nerves of steel	"[[{""LEMMA"": {""REGEX"": ""(?i)^nerve$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""LEMMA"": {""REGEX"": ""(?i)^steel$""}}]]"
never in a million years	"[[{""LEMMA"": {""REGEX"": ""(?i)^never$""}}, {""LEMMA"": {""REGEX"": ""(?i)^in$""}}, {""TEXT"": ""a"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^million$""}}, {""LEMMA"": {""REGEX"": ""(?i)^year$""}}]]"
next big thing	"[[{""LEMMA"": {""REGEX"": ""(?i)^next$""}}, {""LEMMA"": {""REGEX"": ""(?i)^big$""}}, {""LEMMA"": {""REGEX"": ""(?i)^thing$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^next$""}}, {""LEMMA"": {""REGEX"": ""(?i)^big$""}}, {""LEMMA"": {""REGEX"": ""(?i)^thing$""}}]]"
next to nothing	"[[{""LEMMA"": {""REGEX"": ""(?i)^next$""}}, {""LEMMA"": {""REGEX"": ""(?i)^to$""}}, {""LEMMA"": {""REGEX"": ""(?i)^nothing$""}}]]"
next-level	"[[{""TEXT"": {""REGEX"": ""(?i)^next$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^level$""}}]]"
nickel and dime	"[[{""LEMMA"": {""REGEX"": ""(?i)^nickel$""}}, {""LEMMA"": {""REGEX"": ""(?i)^and$""}}, {""LEMMA"": {""REGEX"": ""(?i)^dime$""}}], [{""TEXT"": {""REGEX"": ""(?i)^nickel$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^and$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^dime$""}}]]"
nickel-and-dime	"[[{""TEXT"": {""REGEX"": ""(?i)^nickel$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^and$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^dime$""}}]]"
night and day	"[[{""LEMMA"": {""REGEX"": ""(?i)^night$""}}, {""LEMMA"": {""REGEX"": ""(?i)^and$""}}, {""LEMMA"": {""REGEX"": ""(?i)^day$""}}]]"
nine times out of ten	"[[{""LEMMA"": {""REGEX"": ""(?i)^nine$""}}, {""LEMMA"": {""REGEX"": ""(?i)^time$""}}, {""LEMMA"": {""REGEX"": ""(?i)^out$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""LEMMA"": {""REGEX"": ""(?i)^ten$""}}]]"
nip and tuck	"[[{""LEMMA"": {""REGEX"": ""(?i)^nip$""}}, {""LEMMA"": {""REGEX"": ""(?i)^and$""}}, {""LEMMA"": {""REGEX"": ""(?i)^tuck$""}}], [{""TEXT"": {""REGEX"": ""(?i)^nip$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^and$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^tuck$""}}]]"
nip in the bud	"[[{""LEMMA"": {""REGEX"": ""(?i)^nip$""}}, {""LEMMA"": {""REGEX"": ""(?i)^in$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^bud$""}}]]"
no great shakes	"[[{""LEMMA"": {""REGEX"": ""(?i)^no$""}}, {""LEMMA"": {""REGEX"": ""(?i)^great$""}}, {""LEMMA"": {""REGEX"": ""(?i)^shake$""}}]]"
no hard feelings	"[[{""LEMMA"": {""REGEX"": ""(?i)^no$""}}, {""LEMMA"": {""REGEX"": ""(?i)^hard$""}}, {""LEMMA"": {""REGEX"": ""(?i)^feeling$""}}]]"
no harm, no foul	"[[{""LEMMA"": {""REGEX"": ""(?i)^no$""}}, {""LEMMA"": {""REGEX"": ""(?i)^harm$""}}, {""TEXT"": "","", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^no$""}}, {""LEMMA"": {""REGEX"": ""(?i)^foul$""}}]]"
no holds barred	"[[{""LEMMA"": {""REGEX"": ""(?i)^no$""}}, {""LEMMA"": {""REGEX"": ""(?i)^holds$""}}, {""LEMMA"": {""REGEX"": ""(?i)^bar$""}}]]"
no love lost	"[[{""LEMMA"": {""REGEX"": ""(?i)^no$""}}, {""LEMMA"": {""REGEX"": ""(?i)^love$""}}, {""LEMMA"": {""REGEX"": ""(?i)^lose$""}}]]"
no mean feat	"[[{""LEMMA"": {""REGEX"": ""(?i)^no$""}}, {""LEMMA"": {""REGEX"": ""(?i)^mean$""}}, {""LEMMA"": {""REGEX"": ""(?i)^feat$""}}]]"
no spring chicken	"[[{""LEMMA"": {""REGEX"": ""(?i)^no$""}}, {""LEMMA"": {""REGEX"": ""(?i)^spring$""}}, {""LEMMA"": {""REGEX"": ""(?i)^chicken$""}}]]"
no strings attached	"[[{""LEMMA"": {""REGEX"": ""(?i)^no$""}}, {""LEMMA"": {""REGEX"": ""(?i)^string$""}}, {""LEMMA"": {""REGEX"": ""(?i)^attach$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^nsa$""}}]]"
no time to lose	"[[{""LEMMA"": {""REGEX"": ""(?i)^no$""}}, {""LEMMA"": {""REGEX"": ""(?i)^time$""}}, {""LEMMA"": {""REGEX"": ""(?i)^to$""}}, {""LEMMA"": {""REGEX"": ""(?i)^lose$""}}]]"
no two ways about it	"[[{""LEMMA"": {""REGEX"": ""(?i)^no$""}}, {""LEMMA"": {""REGEX"": ""(?i)^two$""}}, {""LEMMA"": {""REGEX"": ""(?i)^way$""}}, {""LEMMA"": {""REGEX"": ""(?i)^about$""}}, {""LEMMA"": {""REGEX"": ""(?i)^it$""}}]]"
no-show	"[[{""TEXT"": {""REGEX"": ""(?i)^no$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^show$""}}]]"
non-starter	"[[{""TEXT"": {""REGEX"": ""(?i)^non$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^starter$""}}]]"
none of someone's business	"[[{""LEMMA"": {""REGEX"": ""(?i)^none$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""TAG"": ""PRP$""}, {""LEMMA"": {""REGEX"": ""(?i)^business$""}}]]"
nook and cranny	"[[{""LEMMA"": {""REGEX"": ""(?i)^nook$""}}, {""LEMMA"": {""REGEX"": ""(?i)^and$""}}, {""LEMMA"": {""REGEX"": ""(?i)^cranny$""}}]]"
nose to the grindstone	"[[{""LEMMA"": {""REGEX"": ""(?i)^nose$""}}, {""LEMMA"": {""REGEX"": ""(?i)^to$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^grindstone$""}}]]"
not a chance	"[[{""LEMMA"": {""REGEX"": ""(?i)^not$""}}, {""TEXT"": ""a"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^chance$""}}]]"
not a pretty sight	"[[{""LEMMA"": {""REGEX"": ""(?i)^not$""}}, {""TEXT"": ""a"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^pretty$""}}, {""LEMMA"": {""REGEX"": ""(?i)^sight$""}}]]"
not at all	"[[{""LEMMA"": {""REGEX"": ""(?i)^not$""}}, {""LEMMA"": {""REGEX"": ""(?i)^at$""}}, {""LEMMA"": {""REGEX"": ""(?i)^all$""}}]]"
not by any means	"[[{""LEMMA"": {""REGEX"": ""(?i)^not$""}}, {""LEMMA"": {""REGEX"": ""(?i)^by$""}}, {""LEMMA"": {""REGEX"": ""(?i)^any$""}}, {""LEMMA"": {""REGEX"": ""(?i)^mean$""}}]]"
not going anywhere	"[[{""LEMMA"": {""REGEX"": ""(?i)^not$""}}, {""LEMMA"": {""REGEX"": ""(?i)^go$""}}, {""LEMMA"": {""REGEX"": ""(?i)^anywhere$""}}]]"
not in the least	"[[{""LEMMA"": {""REGEX"": ""(?i)^not$""}}, {""LEMMA"": {""REGEX"": ""(?i)^in$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^least$""}}]]"
not so fast	"[[{""LEMMA"": {""REGEX"": ""(?i)^not$""}}, {""LEMMA"": {""REGEX"": ""(?i)^so$""}}, {""LEMMA"": {""REGEX"": ""(?i)^fast$""}}]]"
not so hot	"[[{""LEMMA"": {""REGEX"": ""(?i)^not$""}}, {""LEMMA"": {""REGEX"": ""(?i)^so$""}}, {""LEMMA"": {""REGEX"": ""(?i)^hot$""}}], [{""TEXT"": {""REGEX"": ""(?i)^not$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^so$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^hot$""}}]]"
not the end of the world	"[[{""LEMMA"": {""REGEX"": ""(?i)^not$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^end$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^world$""}}]]"
not to mention	"[[{""LEMMA"": {""REGEX"": ""(?i)^not$""}}, {""LEMMA"": {""REGEX"": ""(?i)^to$""}}, {""LEMMA"": {""REGEX"": ""(?i)^mention$""}}]]"
not to say	"[[{""LEMMA"": {""REGEX"": ""(?i)^not$""}}, {""LEMMA"": {""REGEX"": ""(?i)^to$""}}, {""LEMMA"": {""REGEX"": ""(?i)^say$""}}]]"
not your father's	"[[{""LEMMA"": {""REGEX"": ""(?i)^not$""}}, {""LEMMA"": {""REGEX"": ""(?i)^your$""}}, {""LEMMA"": {""REGEX"": ""(?i)^father$""}}, {""LEMMA"": {""REGEX"": ""(?i)^'s$""}}]]"
nothing for it	"[[{""LEMMA"": {""REGEX"": ""(?i)^nothing$""}}, {""LEMMA"": {""REGEX"": ""(?i)^for$""}}, {""LEMMA"": {""REGEX"": ""(?i)^it$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^nothing$""}}, {""LEMMA"": {""REGEX"": ""(?i)^else$""}}, {""LEMMA"": {""REGEX"": ""(?i)^for$""}}, {""LEMMA"": {""REGEX"": ""(?i)^it$""}}]]"
nothing special	"[[{""LEMMA"": {""REGEX"": ""(?i)^nothing$""}}, {""LEMMA"": {""REGEX"": ""(?i)^special$""}}]]"
nothing to it	"[[{""LEMMA"": {""REGEX"": ""(?i)^nothing$""}}, {""LEMMA"": {""REGEX"": ""(?i)^to$""}}, {""LEMMA"": {""REGEX"": ""(?i)^it$""}}]]"
